Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1,Avengers: Endgame,2797800564,858373000,1939427564,2019.csv,2019,30.7%,69.3%
2,Avengers: Infinity War,2048359754,678815482,1369544272,2018.csv,2018,33.1%,66.9%
3,The Lion King,1656943394,543638043,1113305351,2019.csv,2019,32.8%,67.2%
4,Frozen II,1450026933,477373578,972653355,2019.csv,2019,32.9%,67.1%
5,Black Panther,1346913161,700059566,646853595,2018.csv,2018,52%,48%
6,Jurassic World: Fallen Kingdom,1308467944,417719760,890748184,2018.csv,2018,31.9%,68.1%
7,Incredibles 2,1242805359,608581744,634223615,2018.csv,2018,49%,51%
8,Aquaman,1148461807,335061807,813400000,2018.csv,2018,29.2%,70.8%
9,Spider-Man: Far from Home,1131927996,390532085,741395911,2019.csv,2019,34.5%,65.5%
10,Captain Marvel,1128274794,426829839,701444955,2019.csv,2019,37.8%,62.2%
11,Joker,1074251311,335451311,738800000,2019.csv,2019,31.2%,68.8%
12,Star Wars: Episode IX - The Rise of Skywalker,1074144248,515202542,558941706,2019.csv,2019,48%,52%
13,Toy Story 4,1073394593,434038008,639356585,2019.csv,2019,40.4%,59.6%
14,Aladdin,1050693953,355559216,695134737,2019.csv,2019,33.8%,66.2%
15,Bohemian Rhapsody,903655259,216428042,687227217,2018.csv,2018,24%,76%
16,Venom,856085151,213515506,642569645,2018.csv,2018,24.9%,75.1%
17,Jumanji: The Next Level,796575993,316831246,479744747,2019.csv,2019,39.8%,60.2%
18,Mission: Impossible - Fallout,791115104,220159104,570956000,2018.csv,2018,27.8%,72.2%
19,Fast & Furious Presents: Hobbs & Shaw,759056935,173956935,585100000,2019.csv,2019,22.9%,77.1%
20,Deadpool 2,734546611,318491426,416055185,2018.csv,2018,43.4%,56.6%
21,Ne Zha,726063471,3695533,722367938,2019.csv,2019,0.5%,99.5%
22,The Wandering Earth,699760773,5875487,693885286,2019.csv,2019,0.8%,99.2%
23,Fantastic Beasts: The Crimes of Grindelwald,654855901,159555901,495300000,2018.csv,2018,24.4%,75.6%
24,Ant-Man and the Wasp,622674139,216648740,406025399,2018.csv,2018,34.8%,65.2%
25,Ready Player One,582890172,137690172,445200000,2018.csv,2018,23.6%,76.4%
26,Operation Red Sea,579330426,1543547,577786879,2018.csv,2018,0.3%,99.7%
27,Detective Chinatown 2,544185156,1983984,542201172,2018.csv,2018,0.4%,99.6%
28,The Meg,530243742,145443742,384800000,2018.csv,2018,27.4%,72.6%
29,Ralph Breaks the Internet,529323962,201091711,328232251,2018.csv,2018,38%,62%
30,Hotel Transylvania 3: Summer Vacation,528583774,167510016,361073758,2018.csv,2018,31.7%,68.3%
31,How to Train Your Dragon: The Hidden World,521799505,160799505,361000000,2019.csv,2019,30.8%,69.2%
32,Dr. Seuss' The Grinch,511595957,270620950,240975007,2018.csv,2018,52.9%,47.1%
33,Maleficent: Mistress of Evil,491730089,113929605,377800484,2019.csv,2019,23.2%,76.8%
34,It Chapter Two,473093228,211593228,261500000,2019.csv,2019,44.7%,55.3%
35,Bumblebee,467989645,127195589,340794056,2018.csv,2018,27.2%,72.8%
36,"My People, My Country",450064993,2356683,447708310,2019.csv,2019,0.5%,99.5%
37,A Star Is Born,436188866,215288866,220900000,2018.csv,2018,49.4%,50.6%
38,Pokémon Detective Pikachu,433005346,144105346,288900000,2019.csv,2019,33.3%,66.7%
39,The Secret Life of Pets 2,430051293,158874395,271176898,2019.csv,2019,36.9%,63.1%
40,Rampage,428028233,101028233,327000000,2018.csv,2018,23.6%,76.4%
41,Bad Boys for Life,425514702,204417855,221096847,2020.csv,2020,48%,52%
42,The Captain,416953262,706572,416246690,2019.csv,2019,0.2%,99.8%
43,Alita: Battle Angel,404852543,85710210,319142333,2019.csv,2019,21.2%,78.8%
44,Mamma Mia! Here We Go Again,395044706,120634935,274409771,2018.csv,2018,30.5%,69.5%
45,Solo: A Star Wars Story,392924807,213767512,179157295,2018.csv,2018,54.4%,45.6%
46,Godzilla: King of the Monsters,386600138,110500138,276100000,2019.csv,2019,28.6%,71.4%
47,Spider-Man: Into the Spider-Verse,375540831,190241310,185299521,2018.csv,2018,50.7%,49.3%
48,Once Upon a Time... in Hollywood,374343626,142502728,231840898,2019.csv,2019,38.1%,61.9%
49,Fifty Shades Freed,371985018,100407760,271577258,2018.csv,2018,27%,73%
50,1917,368027644,159227644,208800000,2019.csv,2019,43.3%,56.7%
51,Shazam!,365971656,140371656,225600000,2019.csv,2019,38.4%,61.6%
52,The Nun,365550119,117450119,248100000,2018.csv,2018,32.1%,67.9%
53,Monster Hunt 2,361682618,706153,360976465,2018.csv,2018,0.2%,99.8%
54,Dumbo,353284621,114766307,238518314,2019.csv,2019,32.5%,67.5%
55,Peter Rabbit,351266433,115253424,236013009,2018.csv,2018,32.8%,67.2%
56,Mary Poppins Returns,349537494,171958438,177579056,2018.csv,2018,49.2%,50.8%
57,A Quiet Place,340939361,188024361,152915000,2018.csv,2018,55.1%,44.9%
58,Green Book,326750920,85080171,241670749,2018.csv,2018,26%,74%
59,John Wick: Chapter 3 - Parabellum,326709727,171015687,155694040,2019.csv,2019,52.3%,47.7%
60,Knives Out,311553190,165363234,146189956,2019.csv,2019,53.1%,46.9%
61,Sonic the Hedgehog,306766470,146066470,160700000,2020.csv,2020,47.6%,52.4%
62,Skyscraper,304868961,68420120,236448841,2018.csv,2018,22.4%,77.6%
63,Ocean's Eight,297718711,140218711,157500000,2018.csv,2018,47.1%,52.9%
64,Pacific Rim: Uprising,290930148,59874525,231055623,2018.csv,2018,20.6%,79.4%
65,Maze Runner: The Death Cure,288175335,58032443,230142892,2018.csv,2018,20.1%,79.9%
66,Tomb Raider,274650803,58250803,216400000,2018.csv,2018,21.2%,78.8%
67,Terminator: Dark Fate,261119292,62253077,198866215,2019.csv,2019,23.8%,76.2%
68,Halloween,255485178,159342015,96143163,2018.csv,2018,62.4%,37.6%
69,Us,255184580,175084580,80100000,2019.csv,2019,68.6%,31.4%
70,Parasite,254255151,53369749,200885402,2019.csv,2019,21%,79%
71,Men in Black: International,253890701,80001807,173888894,2019.csv,2019,31.5%,68.5%
72,X-Men: Dark Phoenix,252442974,65845974,186597000,2019.csv,2019,26.1%,73.9%
73,Glass,246999039,111048468,135950571,2019.csv,2019,45%,55%
74,The Bravest,245179562,290217,244889345,2019.csv,2019,0.1%,99.9%
75,Crazy Rich Asians,238532921,174532921,64000000,2018.csv,2018,73.2%,26.8%
76,Annabelle Comes Home,231252591,74152591,157100000,2019.csv,2019,32.1%,67.9%
77,Dolittle,227908130,77047065,150861065,2020.csv,2020,33.8%,66.2%
78,Ford v Ferrari,225508210,117624357,107883853,2019.csv,2019,52.2%,47.8%
79,Better Days,225320294,1921657,223398637,2019.csv,2019,0.9%,99.1%
80,Creed II,214215889,115715889,98500000,2018.csv,2018,54%,46%
81,Smallfoot,214040103,83240103,130800000,2018.csv,2018,38.9%,61.1%
82,Little Women,206006503,108101214,97905289,2019.csv,2019,52.5%,47.5%
83,The Addams Family,203044905,100044905,103000000,2019.csv,2019,49.3%,50.7%
84,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,201858461,84158461,117700000,2020.csv,2020,41.7%,58.3%
85,The Island,198326350,670883,197655467,2018.csv,2018,0.3%,99.7%
86,Christopher Robin,197744377,99215042,98529335,2018.csv,2018,50.2%,49.8%
87,Rocketman,195179299,96368160,98811139,2019.csv,2019,49.4%,50.6%
88,The Lego Movie 2: The Second Part,192306508,105806508,86500000,2019.csv,2019,55%,45%
89,Downton Abbey,192094429,96854135,95240294,2019.csv,2019,50.4%,49.6%
90,The Equalizer 2,190400157,102084362,88315795,2018.csv,2018,53.6%,46.4%
91,Abominable,189892513,60716390,129176123,2019.csv,2019,32%,68%
92,The White Storm 2: Drug Lords,189396380,609461,188786919,2019.csv,2019,0.3%,99.7%
93,Weathering with You,186921054,7798743,179122311,2019.csv,2019,4.2%,95.8%
94,The Mule,174804407,103804407,71000000,2018.csv,2018,59.4%,40.6%
95,The Nutcracker and the Four Realms,173961069,54858851,119102218,2018.csv,2018,31.5%,68.5%
96,Gemini Man,173469516,48546770,124922746,2019.csv,2019,28%,72%
97,Spies in Disguise,171616764,66757013,104859751,2019.csv,2019,38.9%,61.1%
98,Insidious: The Last Key,167885588,67745330,100140258,2018.csv,2018,40.4%,59.6%
99,The Predator,160542134,51024708,109517426,2018.csv,2018,31.8%,68.2%
100,Johnny English Strikes Again,158970776,4412170,154558606,2018.csv,2018,2.8%,97.2%
101,Hustlers,157563598,104963598,52600000,2019.csv,2019,66.6%,33.4%
102,The Climbers,156759167,487157,156272010,2019.csv,2019,0.3%,99.7%
103,Escape Room,155712077,57005601,98706476,2019.csv,2019,36.6%,63.4%
104,The Angry Birds Movie 2,154692886,41667116,113025770,2019.csv,2019,26.9%,73.1%
105,Yesterday,153712841,73286650,80426191,2019.csv,2019,47.7%,52.3%
106,Red Sparrow,151572634,46874505,104698129,2018.csv,2018,30.9%,69.1%
107,Angel Has Fallen,147501990,69030436,78471554,2019.csv,2019,46.8%,53.2%
108,More Than Blue,142958164,722669,142235495,2018.csv,2018,0.5%,99.5%
109,The First Purge,137056262,69488745,67567517,2018.csv,2018,50.7%,49.3%
110,How Long Will I Love U,136796719,746933,136049786,2018.csv,2018,0.5%,99.5%
111,Ad Astra,132807427,50188370,82619057,2019.csv,2019,37.8%,62.2%
112,A Wrinkle in Time,132675864,100478608,32197256,2018.csv,2018,75.7%,24.3%
113,The House with a Clock in Its Walls,131457147,68549695,62907452,2018.csv,2018,52.1%,47.9%
114,The Upside,125852517,108252517,17600000,2019.csv,2019,86%,14%
115,Midway,125675266,56846802,68828464,2019.csv,2019,45.2%,54.8%
116,The Invisible Man,124549496,64914050,59635446,2020.csv,2020,52.1%,47.9%
117,The Curse of la Llorona,123133739,54733739,68400000,2019.csv,2019,44.5%,55.5%
118,Looking Up,122994583,84267,122910316,2019.csv,2019,<0.1%,99.9%
119,Zombieland: Double Tap,122810399,73123082,49687317,2019.csv,2019,59.5%,40.5%
120,Extreme Job,121978657,1565885,120412772,2019.csv,2019,1.3%,98.7%
121,Last Christmas,121550750,35150750,86400000,2019.csv,2019,28.9%,71.1%
122,Dora and the Lost City of Gold,120624994,60477943,60147051,2019.csv,2019,50.1%,49.9%
123,Instant Family,120556201,67363237,53192964,2018.csv,2018,55.9%,44.1%
124,Wonder Park,119559110,45216793,74342317,2019.csv,2019,37.8%,62.2%
125,A Cool Fish,118153135,551876,117601259,2018.csv,2018,0.5%,99.5%
126,P Storm,117991727,326711,117665016,2019.csv,2019,0.3%,99.7%
127,The Gentlemen,117769345,36296853,81472492,2020.csv,2020,30.8%,69.2%
128,Game Night,117679066,69179066,48500000,2018.csv,2018,58.8%,41.2%
129,Dragon Ball Super: Broly,115560610,30712119,84848491,2018.csv,2018,26.6%,73.4%
130,The Monkey King 3,115084576,187074,114897502,2018.csv,2018,0.2%,99.8%
131,Pet Sematary,113118226,54724696,58393530,2019.csv,2019,48.4%,51.6%
132,Good Boys,110940306,83140306,27800000,2019.csv,2019,74.9%,25.1%
133,The Call of the Wild,107604626,62342368,45262258,2020.csv,2020,57.9%,42.1%
134,First Man,105697415,44936545,60760870,2018.csv,2018,42.5%,57.5%
135,Scary Stories to Tell in the Dark,105647580,68947075,36700505,2019.csv,2019,65.3%,34.7%
136,Book Club,104438188,68566296,35871892,2018.csv,2018,65.7%,34.3%
137,Night School,103105878,77339130,25766748,2018.csv,2018,75%,25%
138,Line Walker 2: Invisible Spy,99482027,296751,99185276,2019.csv,2019,0.3%,99.7%
139,Alpha,98203196,35857181,62346015,2018.csv,2018,36.5%,63.5%
140,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018,1.2%,98.8%
141,A Simple Favor,97644617,53548586,44096031,2018.csv,2018,54.8%,45.2%
142,The Favourite,95918706,34366783,61551923,2018.csv,2018,35.8%,64.2%
143,Blumhouse's Truth or Dare,95330493,41411015,53919478,2018.csv,2018,43.4%,56.6%
144,The Hustle,95017038,35417038,59600000,2019.csv,2019,37.3%,62.7%
145,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018,51.6%,48.4%
146,Blockers,94017294,60311495,33705799,2018.csv,2018,64.1%,35.9%
147,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018,52.8%,47.2%
148,Goosebumps 2: Haunted Halloween,93320380,46700633,46619747,2018.csv,2018,50%,50%
149,Shadow,91708374,521396,91186978,2018.csv,2018,0.6%,99.4%
150,Crawl,91542097,39014193,52527904,2019.csv,2019,42.6%,57.4%
151,Five Feet Apart,91522094,45729221,45792873,2019.csv,2019,50%,50%
152,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,49%,51%
153,Overboard,91244913,50316123,40928790,2018.csv,2018,55.1%,44.9%
154,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018,47.8%,52.2%
155,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019,36.9%,63.1%
156,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018,0.3%,99.7%
157,Robin Hood,86489031,30824628,55664403,2018.csv,2018,35.6%,64.4%
158,I Can Only Imagine,86026201,83482352,2543849,2018.csv,2018,97%,3%
159,Mortal Engines,83672673,15951040,67721633,2018.csv,2018,19.1%,80.9%
160,One Piece: Stampede,81562741,1298528,80264213,2019.csv,2019,1.6%,98.4%
161,A Dog's Way Home,80708134,42004346,38703788,2019.csv,2019,52%,48%
162,Den of Thieves,80509622,44947622,35562000,2018.csv,2018,55.8%,44.2%
163,Hereditary,80239658,44069456,36170202,2018.csv,2018,54.9%,45.1%
164,Tag,78130625,54730625,23400000,2018.csv,2018,70.1%,29.9%
165,Sanju,76693052,7909317,68783735,2018.csv,2018,10.3%,89.7%
166,Cold Pursuit,76419755,32138862,44280893,2019.csv,2019,42.1%,57.9%
167,Vice,76073488,47836282,28237206,2018.csv,2018,62.9%,37.1%
168,Widows,75984700,42402632,33582068,2018.csv,2018,55.8%,44.2%
169,Sicario: Day of the Soldado,75837743,50072235,25765508,2018.csv,2018,66%,34%
170,A Dog's Journey,75602573,22782371,52820202,2019.csv,2019,30.1%,69.9%
171,Searching,75462037,26020957,49441080,2018.csv,2018,34.5%,65.5%
172,The Spy Who Dumped Me,75320680,33562069,41758611,2018.csv,2018,44.6%,55.4%
173,A Madea Family Funeral,74747725,73257045,1490680,2019.csv,2019,98%,2%
174,Cats,73695985,27166770,46529215,2019.csv,2019,36.9%,63.1%
175,Charlie's Angels,73279888,17803077,55476811,2019.csv,2019,24.3%,75.7%
176,Doctor Sleep,72381712,31581712,40800000,2019.csv,2019,43.6%,56.4%
177,Second Act,72282227,39282227,33000000,2018.csv,2018,54.3%,45.7%
178,What Men Want,72216294,54611903,17604391,2019.csv,2019,75.6%,24.4%
179,Spirited Away 2018 Re-release,70186029,1175067,69010962,2018.csv,2018,1.7%,98.3%
180,After,69733482,12138565,57594917,2019.csv,2019,17.4%,82.6%
181,Exit,69501772,470699,69031073,2019.csv,2019,0.7%,99.3%
182,Playing with Fire,68631669,44451847,24179822,2019.csv,2019,64.8%,35.2%
183,Shoplifters,67998954,3313513,64685441,2018.csv,2018,4.9%,95.1%
184,A Beautiful Day in the Neighborhood,67760877,61704055,6056822,2019.csv,2019,91.1%,8.9%
185,12 Strong,67450815,45819713,21631102,2018.csv,2018,67.9%,32.1%
186,War,67179155,4654000,62525155,2019.csv,2019,6.9%,93.1%
187,"Love, Simon",66316289,40826341,25489948,2018.csv,2018,61.6%,38.4%
188,Mile 22,66308758,36108758,30200000,2018.csv,2018,54.5%,45.5%
189,Life of the Party,65859911,53059911,12800000,2018.csv,2018,80.6%,19.4%
190,Happy Death Day 2U,64600152,28148130,36452022,2019.csv,2019,43.6%,56.4%
191,Capernaum,64413178,1661096,62752082,2018.csv,2018,2.6%,97.4%
192,Isle of Dogs,64241499,32015231,32226268,2018.csv,2018,49.8%,50.2%
193,White Snake,61631776,34730,61597046,2019.csv,2019,<0.1%,99.9%
194,Ma,61105672,45896028,15209644,2019.csv,2019,75.1%,24.9%
195,Adrift,59945012,31445012,28500000,2018.csv,2018,52.5%,47.5%
196,Bombshell,59588732,31762808,27825924,2019.csv,2019,53.3%,46.7%
197,Ready or Not,57615777,28714231,28901546,2019.csv,2019,49.8%,50.2%
198,The 15:17 to Paris,57076286,36276286,20800000,2018.csv,2018,63.6%,36.4%
199,Early Man,54622814,8267544,46355270,2018.csv,2018,15.1%,84.9%
200,Peppermint,53918723,35418723,18500000,2018.csv,2018,65.7%,34.3%
201,Long Shot,53873809,30316271,23557538,2019.csv,2019,56.3%,43.7%
202,Teen Titans GO! to the Movies,52090236,29790236,22300000,2018.csv,2018,57.2%,42.8%
203,Slender Man,51738549,30569484,21169065,2018.csv,2018,59.1%,40.9%
204,Breaking In,51411620,46840590,4571030,2018.csv,2018,91.1%,8.9%
205,Once Upon a Deadpool 2018 Re-release,51247568,6100309,45147259,2018.csv,2018,11.9%,88.1%
206,Breakthrough,50444358,40713082,9731276,2019.csv,2019,80.7%,19.3%
207,Just Mercy,50401502,36001502,14400000,2019.csv,2019,71.4%,28.6%
208,Uncut Gems,50023780,50023780,0,2019.csv,2019,100%,-
209,21 Bridges,49939757,28539757,21400000,2019.csv,2019,57.1%,42.9%
210,Death Wish,49562710,34017028,15545682,2018.csv,2018,68.6%,31.4%
211,The Grudge,49511319,21221803,28289516,2020.csv,2020,42.9%,57.1%
212,Andhadhun,49391206,1193046,48198160,2018.csv,2018,2.4%,97.6%
213,Little,48987096,40860481,8126615,2019.csv,2019,83.4%,16.6%
214,Isn't It Romantic,48791187,48791187,0,2019.csv,2019,100%,-
215,Fantasy Island,48607556,26441782,22165774,2020.csv,2020,54.4%,45.6%
216,Countdown,48021766,25621766,22400000,2019.csv,2019,53.4%,46.6%
217,Queen & Slim,47489558,43808310,3681248,2019.csv,2019,92.2%,7.8%
218,Golden Job,47279677,285795,46993882,2018.csv,2018,0.6%,99.4%
219,Midsommar,46850563,27426361,19424202,2019.csv,2019,58.5%,41.5%
220,47 Meters Down: Uncaged,46783103,22260900,24522203,2019.csv,2019,47.6%,52.4%
221,Mary Queen of Scots,46710283,16468499,30241784,2018.csv,2018,35.3%,64.7%
222,Uncle Drew,46664414,42469946,4194468,2018.csv,2018,91%,9%
223,Tyler Perry's Acrimony,46403669,43549096,2854573,2018.csv,2018,93.8%,6.2%
224,Asterix: The Secret of the Magic Potion,46221204,1271953,44949251,2018.csv,2018,2.8%,97.2%
225,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.4%,99.6%
226,Child's Play,44902237,29208403,15693834,2019.csv,2019,65%,35%
227,Hellboy,44664690,21903748,22760942,2019.csv,2019,49%,51%
228,Winchester,44019588,25091816,18927772,2018.csv,2018,57%,43%
229,Richard Jewell,43745542,22345542,21400000,2019.csv,2019,51.1%,48.9%
230,Harriet,43282155,43082155,200000,2019.csv,2019,99.5%,0.5%
231,Annihilation,43070915,32732301,10338614,2018.csv,2018,76%,24%
232,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,34.5%,65.5%
233,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,1.2%,98.8%
234,Judy,42077304,24313888,17763416,2019.csv,2019,57.8%,42.2%
235,Overlord,41657844,21704844,19953000,2018.csv,2018,52.1%,47.9%
236,The Great Battle,41509280,472166,41037114,2018.csv,2018,1.1%,98.9%
237,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,30.9%,69.1%
238,Underwater,40882928,17291078,23591850,2020.csv,2020,42.3%,57.7%
239,Fighting with My Family,40810036,22958886,17851150,2019.csv,2019,56.3%,43.7%
240,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,75.6%,24.4%
241,Show Dogs,39156854,17857020,21299834,2018.csv,2018,45.6%,54.4%
242,Believer,39047153,365639,38681514,2018.csv,2018,0.9%,99.1%
243,The Spy Gone North,38844509,500803,38343706,2018.csv,2018,1.3%,98.7%
244,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018,63.7%,36.3%
245,Overcomer,38026103,34746945,3279158,2019.csv,2019,91.4%,8.6%
246,Pain and Glory,37137074,4567338,32569736,2019.csv,2019,12.3%,87.7%
247,Till The End Of The World,37013733,118660,36895073,2018.csv,2018,0.3%,99.7%
248,The Intruder,36599361,35419122,1180239,2019.csv,2019,96.8%,3.2%
249,Nothing to Lose,36075317,1016188,35059129,2018.csv,2018,2.8%,97.2%
250,Mia and the White Lion,35906887,399471,35507416,2018.csv,2018,1.1%,98.9%
251,The Girl in the Spider's Web,35164920,14841338,20323582,2018.csv,2018,42.2%,57.8%
252,The Hate U Give,34934009,29719483,5214526,2018.csv,2018,85.1%,14.9%
253,Bad Guys: The Movie,34024386,166972,33857414,2019.csv,2019,0.5%,99.5%
254,The Good Liar,33856058,17156058,16700000,2019.csv,2019,50.7%,49.3%
255,The Art of Racing in the Rain,33766787,26395642,7371145,2019.csv,2019,78.2%,21.8%
256,Nobody's Fool,33705333,31713110,1992223,2018.csv,2018,94.1%,5.9%
257,Bharat,33185983,2971549,30214434,2019.csv,2019,9%,91%
258,Baaghi 2,33139063,1319579,31819484,2018.csv,2018,4%,96%
259,Brightburn,32893421,17300439,15592982,2019.csv,2019,52.6%,47.4%
260,The Hurricane Heist,32517248,6115825,26401423,2018.csv,2018,18.8%,81.2%
261,UglyDolls,32450241,20150241,12300000,2019.csv,2019,62.1%,37.9%
262,Stuber,32390945,22370452,10020493,2019.csv,2019,69.1%,30.9%
263,The Kid Who Would Be King,32140970,16790790,15350180,2019.csv,2019,52.2%,47.8%
264,Bad Times at the El Royale,31882724,17839115,14043609,2018.csv,2018,56%,44%
265,Hunter Killer,31672678,15767460,15905218,2018.csv,2018,49.8%,50.2%
266,Super Troopers 2,31626386,30617396,1008990,2018.csv,2018,96.8%,3.2%
267,Anna,31329947,7743794,23586153,2019.csv,2019,24.7%,75.3%
268,The Strangers: Prey at Night,31039126,24586708,6452418,2018.csv,2018,79.2%,20.8%
269,The Wild Goose Lake,31037956,12573,31025383,2019.csv,2019,<0.1%,100%
270,Like a Boss,29753143,22169514,7583629,2020.csv,2020,74.5%,25.5%
271,Bloodshot,29749454,10021787,19727667,2020.csv,2020,33.7%,66.3%
272,Free Solo,29318861,17541090,11777771,2018.csv,2018,59.8%,40.2%
273,Pad Man,29045020,1670192,27374828,2018.csv,2018,5.8%,94.2%
274,Gully Boy,28141995,5566534,22575461,2019.csv,2019,19.8%,80.2%
275,Default,27709716,203775,27505941,2018.csv,2018,0.7%,99.3%
276,One Cut of the Dead,27590180,52406,27537774,2018.csv,2018,0.2%,99.8%
277,Mirai,27526961,812794,26714167,2018.csv,2018,3%,97%
278,The Happytime Murders,27506452,20706452,6800000,2018.csv,2018,75.3%,24.7%
279,Midnight Sun,27365467,9561064,17804403,2018.csv,2018,34.9%,65.1%
280,My Neighbor Totoro 2018 Re-release,27083857,1144649,25939208,2018.csv,2018,4.2%,95.8%
281,Total Dhamaal,26911995,2167632,24744363,2019.csv,2019,8.1%,91.9%
282,No Manches Frida 2,26493648,9270920,17222728,2019.csv,2019,35%,65%
283,Missing Link,26249469,16649539,9599930,2019.csv,2019,63.4%,36.6%
284,Hichki,26055222,330279,25724943,2018.csv,2018,1.3%,98.7%
285,White Boy Rick,25957482,24011188,1946294,2018.csv,2018,92.5%,7.5%
286,"Paul, Apostle of Christ",25915966,17560475,8355491,2018.csv,2018,67.8%,32.2%
287,"The Gangster, the Cop, the Devil",25775371,216494,25558877,2019.csv,2019,0.8%,99.2%
288,Keys To The Heart,25375866,75134,25300732,2018.csv,2018,0.3%,99.7%
289,Emma.,25155355,10055355,15100000,2020.csv,2020,40%,60%
290,Booksmart,24863452,22680962,2182490,2019.csv,2019,91.2%,8.8%
291,Super 30,24701637,2269878,22431759,2019.csv,2019,9.2%,90.8%
292,Stan & Ollie,24420923,5470235,18950688,2018.csv,2018,22.4%,77.6%
293,The Accidental Detective 2: In Action,24243825,179045,24064780,2018.csv,2018,0.7%,99.3%
294,Pokémon the Movie: The Power of Us,23740788,789170,22951618,2018.csv,2018,3.3%,96.7%
295,Portrait of a Lady on Fire,23038758,3759854,19278904,2019.csv,2019,16.3%,83.7%
296,Padmaavat,22991060,11846060,11145000,2018.csv,2018,51.5%,48.5%
297,The Peanut Butter Falcon,22986166,20457151,2529015,2019.csv,2019,89%,11%
298,Won't You Be My Neighbor?,22842400,22835787,6613,2018.csv,2018,100%,<0.1%
299,Black and Blue,22741061,22055313,685748,2019.csv,2019,97%,3%
300,The Farewell,22459201,17695781,4763420,2019.csv,2019,78.8%,21.2%
301,Late Night,22386555,15499454,6887101,2019.csv,2019,69.2%,30.8%
302,Mojin: The Worm Valley,22381583,101516,22280067,2018.csv,2018,0.5%,99.5%
303,Big Brother,22029250,85624,21943626,2018.csv,2018,0.4%,99.6%
304,Gretel & Hansel,21984429,15347654,6636775,2020.csv,2020,69.8%,30.2%
305,Master Z: The Ip Man Legacy,21832649,209454,21623195,2018.csv,2018,1%,99%
306,Proud Mary,21753365,20877013,876352,2018.csv,2018,96%,4%
307,Dark Waters,21440704,11136084,10304620,2019.csv,2019,51.9%,48.1%
308,Shaft,21360215,21360215,0,2019.csv,2019,100%,-
309,Hotel Mumbai,21314816,9651611,11663205,2019.csv,2019,45.3%,54.7%
310,The Prodigy,21150265,14856291,6293974,2018.csv,2018,70.2%,29.8%
311,Unplanned,21051915,19005109,2046806,2019.csv,2019,90.3%,9.7%
312,Gonjiam: Haunted Asylum,21041950,115252,20926698,2018.csv,2018,0.5%,99.5%
313,My Hero Academia: Two Heroes,21022724,5754556,15268168,2018.csv,2018,27.4%,72.6%
314,SuperFly,20780685,20545116,235569,2018.csv,2018,98.9%,1.1%
315,If Beale Street Could Talk,20596567,14915773,5680794,2018.csv,2018,72.4%,27.6%
316,Burn the Stage: The Movie,20347513,4201819,16145694,2018.csv,2018,20.7%,79.3%
317,Brahms: The Boy II,20311536,12611536,7700000,2020.csv,2020,62.1%,37.9%
318,Cold War 2018 Re-release,20285066,4580048,15705018,2018.csv,2018,22.6%,77.4%
319,The Wife,19978189,9601092,10377097,2018.csv,2018,48.1%,51.9%
320,Everybody Knows,19176163,2660165,16515998,2018.csv,2018,13.9%,86.1%
321,They Shall Not Grow Old 2018 Re-release,19130011,17956913,1173098,2018.csv,2018,93.9%,6.1%
322,Oolong Courtyard: KungFu School,19129015,37727,19091288,2018.csv,2018,0.2%,99.8%
323,Always Miss You,19015465,91884,18923581,2019.csv,2019,0.5%,99.5%
324,Greta,18653107,10532219,8120888,2019.csv,2019,56.5%,43.5%
325,Peppa Celebrates Chinese New Year,18653040,131225,18521815,2019.csv,2019,0.7%,99.3%
326,Detective K: Secret of the Living Dead,18603476,104013,18499463,2018.csv,2018,0.6%,99.4%
327,The Lighthouse,18601951,10867104,7734847,2019.csv,2019,58.4%,41.6%
328,Black Christmas,18529730,10429730,8100000,2019.csv,2019,56.3%,43.7%
329,Airpocalypse,18491089,105678,18385411,2018.csv,2018,0.6%,99.4%
330,Motherless Brooklyn,18477736,9277736,9200000,2019.csv,2019,50.2%,49.8%
331,The Turning,18474062,15472775,3001287,2020.csv,2020,83.8%,16.2%
332,Chappaquiddick,18263470,17395520,867950,2018.csv,2018,95.2%,4.8%
333,Sorry to Bother You,18170707,17493096,677611,2018.csv,2018,96.3%,3.7%
334,Hell Fest,18159691,11107431,7052260,2018.csv,2018,61.2%,38.8%
335,Blinded by the Light,18019198,11901145,6118053,2019.csv,2019,66%,34%
336,Kalank,17987034,2729336,15257698,2019.csv,2019,15.2%,84.8%
337,The Old Man & the Gun,17860397,11277120,6583277,2018.csv,2018,63.1%,36.9%
